time,EpTO-100-1sec-0.000000,EpTO-100-1sec-0.250000,EpTO-100-1sec-0.500000,EpTO-100-1sec-0.750000,EpTO-100-1sec-1.000000,EpTO-50-1sec-0.000000,EpTO-50-1sec-0.250000,EpTO-50-1sec-0.500000,EpTO-50-1sec-0.750000,EpTO-50-1sec-1.000000,EpTO-50-2sec-0.000000,EpTO-50-2sec-0.250000,EpTO-50-2sec-0.500000,EpTO-50-2sec-0.750000,EpTO-50-2sec-1.000000,EpTO-add-suspend-0.000000,EpTO-add-suspend-0.250000,EpTO-add-suspend-0.500000,EpTO-add-suspend-0.750000,EpTO-add-suspend-1.000000,EpTO-suspend-0.000000,EpTO-suspend-0.250000,EpTO-suspend-0.500000,EpTO-suspend-0.750000,EpTO-suspend-1.000000,JGroups-100-1sec-0.000000,JGroups-100-1sec-0.250000,JGroups-100-1sec-0.500000,JGroups-100-1sec-0.750000,JGroups-100-1sec-1.000000,JGroups-50-1sec-0.000000,JGroups-50-1sec-0.250000,JGroups-50-1sec-0.500000,JGroups-50-1sec-0.750000,JGroups-50-1sec-1.000000,JGroups-50-2sec-0.000000,JGroups-50-2sec-0.250000,JGroups-50-2sec-0.500000,JGroups-50-2sec-0.750000,JGroups-50-2sec-1.000000,JGroups-add-suspend-coord-0.000000,JGroups-add-suspend-coord-0.250000,JGroups-add-suspend-coord-0.500000,JGroups-add-suspend-coord-0.750000,JGroups-add-suspend-coord-1.000000,JGroups-add-suspend-nocoord-0.000000,JGroups-add-suspend-nocoord-0.250000,JGroups-add-suspend-nocoord-0.500000,JGroups-add-suspend-nocoord-0.750000,JGroups-add-suspend-nocoord-1.000000,JGroups-suspend-coord-0.000000,JGroups-suspend-coord-0.250000,JGroups-suspend-coord-0.500000,JGroups-suspend-coord-0.750000,JGroups-suspend-coord-1.000000,JGroups-suspend-nocoord-0.000000,JGroups-suspend-nocoord-0.250000,JGroups-suspend-nocoord-0.500000,JGroups-suspend-nocoord-0.750000,JGroups-suspend-nocoord-1.000000
190,0.169706,0.3700135,0.4296715,0.49372,0.786933,0.165171,0.32036075,0.3679355,0.406692,0.544394,0.407809,0.66899875,0.7703935,0.8663115,1.199623,0.091788,0.35284725,0.408599,0.46896075,0.698831,0.11102,0.3689355,0.427229,0.48839775,0.767265,0.00779,0.01074275,0.0119745,0.01499325,0.785777,0.007436,0.009432,0.0101825,0.01351075,0.406455,0.014973,0.017329,0.018132,0.021329,0.829922,0.002175,0.01055925,0.0125005,0.0190035,0.918857,0.002117,0.01084,0.0124,0.01804225,1.154718,0.00796,0.010812,0.012075,0.018136,0.914094,0.007251,0.0108115,0.0120615,0.01795425,0.825071
191,0.214222,0.3698115,0.4295625,0.49635475,0.785657,0.158734,0.31593675,0.363048,0.402633,0.542372,0.424769,0.67622275,0.773304,0.8763315,1.137253,0.109569,0.352275,0.4064275,0.46968775,0.745233,0.113051,0.3711905,0.428181,0.49456925,0.774935,0.007975,0.010847,0.0120405,0.01846625,0.798283,0.007607,0.00943675,0.010179,0.011535,0.425332,0.014868,0.01732775,0.0180595,0.02065725,0.807235,0.001839,0.010658,0.0122425,0.01706075,0.832609,0.002364,0.0106075,0.0121155,0.01703725,0.980483,0.007392,0.01067675,0.011935,0.0146105,0.834642,0.006601,0.01072625,0.0119835,0.01801575,0.868393
192,0.195291,0.367578,0.422207,0.4908555,0.745862,0.16478,0.320822,0.367132,0.4091065,0.567792,0.426105,0.68172475,0.7776465,0.87258225,1.192813,0.108935,0.35022375,0.4091005,0.469488,0.709226,0.136268,0.36962425,0.4279785,0.49190975,0.739962,0.007972,0.01077575,0.012082,0.01884475,0.806804,0.007616,0.00943775,0.010284,0.01440425,0.418254,0.014994,0.01726975,0.018045,0.0208165,0.833663,0.002219,0.01047025,0.012285,0.0184935,0.805511,0.001692,0.01060075,0.0120825,0.0181605,1.184999,0.007237,0.01067475,0.0119955,0.01844775,0.937031,0.007442,0.01087275,0.0120775,0.01758975,0.871468
193,0.196455,0.3691645,0.423977,0.48592475,0.804649,0.185666,0.32145225,0.365604,0.40533425,0.534555,0.423644,0.6815795,0.7812125,0.87839675,1.159113,0.101003,0.35875825,0.4087975,0.46710725,1.402339,0.134105,0.37072725,0.4242775,0.492221,0.764911,0.007606,0.0108455,0.0120275,0.019442,0.8034,0.007297,0.0094145,0.0101515,0.0137445,0.403536,0.014905,0.01733775,0.018133,0.02197375,0.823554,0.002021,0.01078525,0.0124495,0.01813925,1.183193,0.002562,0.01077075,0.012452,0.018279,0.722184,0.008094,0.010852,0.0121565,0.017404,0.904356,0.007467,0.01092575,0.011986,0.015975,0.809742
194,0.199812,0.37114425,0.427253,0.49374275,0.74132,0.152004,0.32074125,0.3644975,0.40604925,0.555385,0.433067,0.67924275,0.7855805,0.87374325,1.142908,0.113987,0.35593825,0.4091935,0.47231625,1.068935,0.143978,0.37063825,0.428191,0.4913085,0.742598,0.008136,0.01081675,0.011898,0.0159,0.791601,0.007245,0.00938125,0.010118,0.012108,0.419218,0.015078,0.01731975,0.0181625,0.02166475,0.818449,0.00216,0.0104925,0.012097,0.01757225,1.143044,0.002134,0.0106515,0.012302,0.01749375,0.886504,0.007625,0.01080175,0.012062,0.0184765,0.847089,0.007822,0.01092,0.01202,0.019169,0.849169
195,0.21639,0.36775375,0.4263715,0.4885625,0.846203,0.172474,0.3222055,0.3623115,0.40947275,0.527314,0.422483,0.680507,0.7839235,0.8696125,1.174062,0.091431,0.34876425,0.4059905,0.4698695,0.950246,0.12545,0.36960475,0.4314855,0.4899965,0.720574,0.008063,0.0107695,0.0118645,0.014347,0.845748,0.007208,0.0094085,0.0101055,0.01315025,0.406126,0.015452,0.0174045,0.0182995,0.021164,0.817236,0.002605,0.01067075,0.012679,0.0177415,1.178205,0.002834,0.01063175,0.0122325,0.017356,1.213901,0.007486,0.0106105,0.01185,0.01514775,0.865981,0.007862,0.01081175,0.0119045,0.01445725,0.839479
196,0.193834,0.36976825,0.4277265,0.492325,0.786076,0.138023,0.310614,0.36118,0.40479525,0.533066,0.399765,0.6795115,0.777421,0.87652075,1.214688,0.093619,0.35261925,0.4117695,0.477876,0.914441,0.137025,0.37034075,0.427103,0.486212,0.802758,0.007439,0.01074175,0.012049,0.0191955,0.787329,0.007561,0.009438,0.0102315,0.0117455,0.399533,0.015078,0.017484,0.018433,0.01995175,0.826574,0.001956,0.010442,0.0119455,0.01646275,0.825605,0.002697,0.0106,0.012292,0.0173985,0.807763,0.00757,0.01061425,0.0118535,0.01924775,0.778991,0.007908,0.010721,0.011874,0.0141895,0.773847
197,0.221473,0.373089,0.423482,0.49404275,0.725886,0.173038,0.31785825,0.364629,0.405515,0.524674,0.41235,0.6753905,0.7755455,0.87806025,1.17272,0.111757,0.35928225,0.420408,0.49129975,1.080362,0.139274,0.37294575,0.42371,0.4896895,0.778377,0.007472,0.01082075,0.011999,0.0164705,0.879093,0.007297,0.00951475,0.0101325,0.0114165,0.41083,0.015217,0.01742175,0.0182,0.01951025,0.809317,0.00216,0.01056075,0.01234,0.01809975,0.806566,0.002646,0.01059375,0.0123275,0.01856375,1.021599,0.007841,0.010623,0.011805,0.015075,0.847665,0.00694,0.010854,0.0119785,0.01766025,0.780497
198,0.185111,0.37454475,0.429863,0.49297325,0.759055,0.175223,0.31598625,0.360198,0.4021265,0.547069,0.415495,0.6759245,0.7728685,0.87851775,1.208838,0.111922,0.36535425,0.4212435,0.50109925,1.456763,0.139142,0.37294475,0.427995,0.48277675,0.849631,0.008596,0.0107895,0.0119465,0.0147185,0.788588,0.007617,0.00947975,0.010206,0.01376325,0.435652,0.015162,0.0173835,0.018416,0.02221825,0.806769,0.001881,0.01075325,0.012813,0.01956275,0.779594,0.002029,0.0106465,0.0124805,0.01840125,0.848828,0.007662,0.010544,0.011772,0.01644175,0.766315,0.007571,0.0107505,0.0119195,0.01756875,0.796316
199,0.150835,0.37264325,0.4289785,0.49032225,0.74343,0.131664,0.3171245,0.3604755,0.407564,0.543788,0.408167,0.68472125,0.779488,0.8781615,1.179577,0.137965,0.3598915,0.418251,0.48279475,1.335823,0.137495,0.37227975,0.43212,0.490075,0.753069,0.008046,0.01084725,0.011993,0.0184075,0.794403,0.007479,0.009522,0.010216,0.011834,0.417456,0.014988,0.017357,0.0183485,0.02128,0.816292,0.002614,0.01063825,0.012488,0.017866,1.256182,0.002596,0.0105715,0.012362,0.01736475,1.185746,0.007525,0.0105305,0.0117595,0.01558075,0.834439,0.003806,0.0108585,0.012134,0.0195755,0.815536
200,0.231162,0.37069025,0.43078,0.49086425,0.743067,0.158262,0.32068825,0.3613215,0.404853,0.55646,0.426464,0.671626,0.780116,0.8791905,1.146936,0.001024,0.360344,0.4203655,0.4798235,1.276062,0.130302,0.37699675,0.430732,0.48963125,0.825414,0.007927,0.01080475,0.012022,0.0192635,0.832558,0.007208,0.009514,0.0102895,0.01422875,0.413773,0.015728,0.017365,0.0182895,0.021629,0.820982,0.001839,0.01060725,0.012568,0.01737575,0.850495,0.001506,0.01076325,0.0126865,0.018811,1.325645,0.007185,0.01060675,0.0119775,0.019258,0.885198,0.007782,0.010807,0.0118435,0.01758325,0.891153
201,0.223327,0.3735555,0.4333425,0.497459,0.767992,0.196823,0.31907025,0.36426,0.41254325,0.541579,0.408347,0.678818,0.780752,0.884313,1.110029,0,0.358583,0.4147175,0.47765475,1.303036,0.122671,0.37603325,0.432369,0.49980125,0.726793,0.008596,0.0109395,0.0121675,0.01835775,0.860449,0.007859,0.0095045,0.010331,0.0141265,0.39783,0.015728,0.01729825,0.0183025,0.02123725,0.830983,0.001286,0.0104695,0.0125565,0.01774425,1.102254,0.001697,0.010733,0.012755,0.018875,1.247187,0.007702,0.0106755,0.011982,0.01822325,0.804558,0.001569,0.01087325,0.011939,0.015724,0.906038
202,0.185487,0.37726475,0.4327385,0.49306325,0.743699,0.190576,0.32280275,0.365296,0.40765825,0.515649,0.366923,0.6790725,0.772424,0.8816885,1.195466,0,0.36155825,0.4206015,0.48676125,1.354555,0.144486,0.375761,0.4307335,0.49377975,0.778666,0.007769,0.0107875,0.012003,0.0182905,0.844594,0.007382,0.00942775,0.010232,0.0139675,0.402577,0.015837,0.01746025,0.018313,0.02258875,0.825501,0.002444,0.01064475,0.0126195,0.01774,0.840247,0.002457,0.01065375,0.012507,0.0174335,0.957761,0.006493,0.01062775,0.0118985,0.0165685,0.865178,0.007336,0.01080425,0.0119165,0.0156415,0.857818
203,0.167738,0.372512,0.433553,0.495474,0.737801,0.198293,0.32003025,0.3648855,0.409734,0.553375,0.437226,0.6715575,0.7847975,0.8775805,1.165375,0,0.35761225,0.421761,0.48716275,1.515539,0.165166,0.37783825,0.4322935,0.48791375,0.779625,0.007888,0.01084675,0.0118555,0.01430625,0.82523,0.007448,0.0093605,0.010129,0.01188525,0.423002,0.015728,0.01751525,0.018312,0.0213645,0.822754,0.001911,0.0106375,0.012812,0.0186645,0.818596,0.001872,0.010569,0.0125375,0.01703375,0.892983,0.007095,0.010569,0.0118935,0.015346,0.777169,0.006888,0.01082175,0.0119365,0.016202,0.785245
204,0.208298,0.37513825,0.4336245,0.497999,0.812074,0.175292,0.32255825,0.3672105,0.4078055,0.551937,0.423514,0.675183,0.7730735,0.875824,1.158569,0,0.3641695,0.420851,0.481903,1.896287,0.154359,0.37973125,0.4369285,0.49566675,0.771244,0.00765,0.01089225,0.012131,0.01618175,0.8974,0.007448,0.009391,0.0099865,0.0111375,0.403784,0.015519,0.01742425,0.018254,0.019715,0.812222,0.000973,0.010618,0.012461,0.01701725,1.311951,0.00241,0.01044575,0.012669,0.017773,1.165355,0.007219,0.01063775,0.011869,0.017449,0.885968,0.008075,0.01086925,0.0120345,0.017068,0.773623
205,0.213409,0.37770775,0.4382755,0.502452,0.852198,0.193727,0.32638875,0.370923,0.410517,0.547995,0.405453,0.6759395,0.772904,0.87306575,1.157926,0,0.36084475,0.4191195,0.49052975,1.57687,0.131618,0.378182,0.4328485,0.4968745,0.808445,0.007647,0.01080875,0.0120905,0.01718575,0.773397,0.007698,0.00939325,0.010008,0.01106,0.4142,0.015867,0.017316,0.018155,0.01957175,0.814206,0.002479,0.01047275,0.012588,0.01706725,0.76727,0.002114,0.01026175,0.012283,0.01794375,1.284951,0.007708,0.0106795,0.011985,0.016057,0.772811,0.007507,0.01090975,0.01209,0.01747375,0.80243
206,0.203891,0.3838195,0.441609,0.50274275,0.769376,0.175535,0.323313,0.371685,0.415403,0.559272,0.433304,0.670984,0.77563,0.87197375,1.156398,0,0.362205,0.42563,0.48624175,1.352395,0.125034,0.379594,0.4357065,0.49500575,0.789347,0.007739,0.010921,0.012092,0.01708875,0.851106,0.007626,0.00942675,0.010136,0.0139475,0.419006,0.015552,0.01741425,0.018285,0.0217545,0.819974,0.001285,0.0106965,0.0130975,0.018495,1.234991,0.001326,0.01041075,0.012805,0.017939,0.900597,0.007244,0.010691,0.011912,0.01813125,0.862584,0.001619,0.010824,0.0120995,0.01579325,0.898896
207,0.213229,0.38166925,0.440831,0.50198375,0.805575,0.187232,0.32436675,0.3718405,0.417511,0.552584,0.410514,0.6680075,0.7733915,0.86867,1.130883,0,0.3630725,0.4222125,0.490349,1.32791,0.143628,0.381798,0.4351085,0.4949795,0.733895,0.007816,0.010883,0.0119875,0.0170975,0.819704,0.007714,0.0093575,0.0101485,0.0119845,0.400552,0.015519,0.01745075,0.018378,0.021592,0.827307,0.001008,0.01064525,0.0129825,0.01958775,1.208821,0.002318,0.01047825,0.0128105,0.01744275,1.166404,0.006938,0.01074575,0.0118925,0.01825025,0.83172,0.007445,0.0108775,0.012067,0.01938525,0.829319
208,0.187076,0.37931625,0.436969,0.502152,0.739259,0.18123,0.32841525,0.3781955,0.4184145,0.549252,0.40159,0.67112775,0.7720405,0.87142375,1.14282,0,0.36796325,0.425706,0.48915725,1.550613,0.16988,0.3810055,0.439504,0.49580525,0.803469,0.007045,0.010943,0.012168,0.01964175,0.778625,0.00771,0.00945775,0.0103195,0.0139085,0.421873,0.015546,0.017411,0.0182175,0.02124975,0.814778,0.001263,0.0106275,0.012836,0.01851825,1.302731,0.001457,0.01033125,0.012913,0.0189365,1.167416,0.00652,0.01076075,0.011909,0.01655875,0.80253,0.002658,0.010819,0.012014,0.01686025,0.803553
209,0.222619,0.37832575,0.437168,0.50180175,0.77409,0.189236,0.3267535,0.3774535,0.42046225,0.595764,0.422676,0.6718845,0.772345,0.86920775,1.117298,0,0.365303,0.4222545,0.4890415,1.611735,0.134174,0.38566825,0.438046,0.50060875,0.749604,0.00765,0.010962,0.012104,0.017043,0.893905,0.007715,0.009356,0.0102675,0.014026,0.407004,0.015435,0.0173505,0.0180835,0.02120175,0.816082,0.001468,0.01055775,0.012823,0.01785975,1.406194,0.002334,0.01055225,0.0129375,0.01849875,1.08776,0.006938,0.01072,0.011916,0.01527375,0.866194,0.00153,0.01092025,0.0119435,0.01453775,0.78214
210,0.211194,0.3827065,0.436616,0.5029775,0.74456,0.186316,0.332984,0.3772195,0.42130575,0.547335,0.422341,0.67404625,0.7757185,0.87448025,1.121153,0,0.370094,0.42729,0.495405,1.482246,0.154202,0.38526175,0.437917,0.498694,0.799451,0.00739,0.0107715,0.0119515,0.01547575,0.889958,0.007616,0.009355,0.010201,0.01243175,0.415882,0.015425,0.0174255,0.018311,0.0226495,0.819461,0.000816,0.01057625,0.0128855,0.01720525,0.954706,0.002422,0.01046375,0.012833,0.0178595,1.242739,0.007313,0.010864,0.0119865,0.01819325,0.937415,0.007782,0.01086625,0.01201,0.01857425,0.802076
211,0.220449,0.385044,0.4424805,0.507503,0.804829,0.177309,0.32799025,0.3754745,0.420229,0.563327,0.411078,0.6769775,0.77489,0.8656755,1.141077,0,0.3689645,0.4261945,0.4931925,1.578299,0.17093,0.380692,0.4383525,0.5037875,0.762894,0.007723,0.01093325,0.01205,0.01563675,0.91197,0.008051,0.009349,0.0101615,0.0123795,0.411338,0.015142,0.017392,0.0182505,0.02032425,0.82039,0.001702,0.010451,0.012696,0.01763875,1.166943,0.002418,0.0105395,0.0125705,0.01697475,1.019973,0.001634,0.0107015,0.011805,0.01688325,0.936218,0.007693,0.01072125,0.011942,0.01477125,0.810111
212,0.238503,0.38060525,0.440782,0.50765025,0.846355,0.17015,0.3336535,0.379297,0.423175,0.549259,0.417335,0.67087575,0.7759725,0.86757375,1.100385,0,0.36521075,0.428386,0.49978475,1.639778,0.155575,0.383685,0.4368335,0.50182375,0.853237,0.006981,0.01087725,0.012036,0.016004,0.805279,0.007922,0.00940475,0.0101375,0.0112445,0.403246,0.015117,0.017528,0.018454,0.02126875,0.818265,0.002477,0.01050125,0.012705,0.017101,1.220112,0.002498,0.0104105,0.012502,0.0176065,1.188435,0.001041,0.010696,0.011933,0.01724725,0.820224,0.002048,0.010847,0.011989,0.01515825,0.819286
213,0.217323,0.38394975,0.4433675,0.50208775,0.759407,0.181072,0.32965525,0.3766855,0.42365675,0.564335,0.40969,0.6671435,0.7751985,0.8615565,1.117898,0,0.36964775,0.432013,0.49900475,1.344682,0.168594,0.38308775,0.4399805,0.50369375,0.834693,0.007269,0.0108995,0.012125,0.0182005,0.776413,0.007699,0.00934975,0.010083,0.01134925,0.415967,0.01488,0.0174245,0.0181285,0.0197075,0.848028,0.001333,0.0102785,0.0125915,0.017497,1.106772,0.001601,0.0103075,0.0129505,0.01810875,1.249766,0.001219,0.01058825,0.011777,0.01543475,0.815414,0.001689,0.010829,0.012082,0.01758475,0.809603
214,0.227051,0.383898,0.440639,0.5061195,0.819873,0.174132,0.32890575,0.381714,0.42342,0.541027,0.396794,0.67150425,0.768884,0.8601205,1.155333,0,0.37512875,0.436113,0.50596575,1.443792,0.15265,0.38126375,0.435691,0.508141,0.815519,0.00765,0.01095075,0.012082,0.01576175,0.91319,0.007908,0.0094885,0.0102795,0.014278,0.421891,0.014913,0.01745025,0.0183065,0.021566,0.834913,0.001745,0.01053275,0.012995,0.01849775,1.496554,0.001598,0.010554,0.012882,0.01849525,1.087791,0.00086,0.0106745,0.0119865,0.0190005,0.88982,0.001194,0.010702,0.011958,0.01805175,0.880814
215,0.211951,0.3861445,0.4471425,0.5089595,0.7904,0.179384,0.33241575,0.378527,0.41999075,0.555509,0.406956,0.669866,0.7699635,0.8668,1.163106,0,0.36840825,0.434075,0.49652325,1.42557,0.152723,0.385772,0.44153,0.50293325,0.750577,0.006866,0.010982,0.0121505,0.01637175,0.845864,0.007699,0.009395,0.0101895,0.01230575,0.404798,0.015571,0.01744825,0.018393,0.021738,0.831303,0.00175,0.01045,0.013102,0.01812525,1.258567,0.001386,0.01046975,0.012651,0.01749825,1.21594,0.001041,0.0104625,0.011651,0.01470425,0.822919,0.001432,0.0106515,0.0118815,0.0180035,0.864886
216,0.194239,0.38463275,0.4430965,0.50855325,0.758203,0.209287,0.33369675,0.3795395,0.42125775,0.541023,0.360866,0.6673925,0.7709675,0.87193475,1.145726,0,0.37062225,0.4391245,0.498153,1.456352,0.155164,0.3868295,0.4388145,0.5046185,0.847277,0.007292,0.0110065,0.0121475,0.01974275,0.882203,0.007403,0.00940125,0.010195,0.013707,0.412834,0.014796,0.0174455,0.0182835,0.02115675,0.840368,0.000784,0.01020375,0.0126045,0.01751275,1.326991,0.00167,0.010288,0.012562,0.01811775,1.269357,0,0.0104305,0.011775,0.016721,0.830638,0.001761,0.010633,0.012047,0.01880525,0.783218
217,0.180961,0.38504925,0.445632,0.51119825,0.84856,0.199004,0.33477075,0.3813595,0.42331875,0.566033,0.379942,0.67114,0.7750295,0.8684255,1.137161,0,0.372972,0.433965,0.50380375,1.473717,0.146236,0.386773,0.440066,0.50256925,0.787909,0.007557,0.01091675,0.012087,0.01835075,0.805132,0.007962,0.00936375,0.010353,0.01389025,0.404466,0.015017,0.01748125,0.0182885,0.0212585,0.838157,0.002143,0.010113,0.0126105,0.017361,0.854891,0.001254,0.01038675,0.0130225,0.01834125,1.204298,0,0.01032375,0.0115655,0.01452525,0.786789,8.4E-05,0.0105535,0.0118065,0.0150385,0.782977
218,0.174831,0.3814935,0.4439725,0.506953,0.750321,0.209076,0.3345845,0.38459,0.4238705,0.566429,0.377429,0.67056875,0.7683305,0.8560615,1.178265,0,0.3746315,0.43624,0.50602175,1.695547,0.155717,0.38622425,0.4361385,0.50335525,0.75275,0.00733,0.01092925,0.011991,0.01534475,0.839201,0.007319,0.0093445,0.0099045,0.0119775,0.419457,0.015108,0.01756325,0.0185105,0.02272725,0.824321,0.000844,0.00995225,0.0123665,0.0175265,1.070644,0.001498,0.01023025,0.012376,0.01709775,1.271946,0,0.01044025,0.0117265,0.015302,0.843174,0,0.01067475,0.012021,0.01893925,0.855835
219,0.211874,0.385846,0.442568,0.51178175,0.873664,0.210753,0.3354005,0.381742,0.42628525,0.557034,0.381904,0.66774375,0.762499,0.85089875,1.107865,0,0.37547075,0.44042,0.5052655,1.567712,0.171139,0.386071,0.433602,0.50486425,0.81813,0.008001,0.01091925,0.012129,0.0148205,0.856176,0.007319,0.00931075,0.010131,0.0131185,0.398676,0.015762,0.017473,0.018129,0.01990925,0.83769,0.001881,0.00990125,0.012323,0.017246,1.26541,0.001378,0.00985975,0.012378,0.016741,1.067994,0,0.01042675,0.0119085,0.01791275,1.220161,0,0.01057675,0.0118245,0.01486675,0.847512
220,0.219953,0.38285825,0.4421865,0.50527075,0.838114,0.214091,0.3390495,0.379144,0.4206125,0.551083,0.375178,0.6707885,0.759103,0.848182,1.112831,0,0.37681175,0.4429455,0.50788625,2.037885,0.16217,0.38785275,0.4420985,0.5062705,0.82283,0.007251,0.01087325,0.0121415,0.01872925,0.801031,0.007369,0.00936975,0.0100665,0.011476,0.408834,0.015547,0.01743,0.018207,0.01979325,0.814304,0.001083,0.00950825,0.012007,0.01718425,1.216389,0.002263,0.01018475,0.0124915,0.017273,1.177918,0,0.0103715,0.01179,0.01691875,1.085188,0,0.0105005,0.011787,0.0167315,0.810055
221,0.221665,0.3901725,0.444394,0.50919,0.751738,0.198641,0.33647475,0.3828575,0.42225775,0.556274,0.370932,0.6626485,0.7582255,0.8533815,1.071704,0,0.37927025,0.4380585,0.51046575,1.612146,0.157764,0.380993,0.440958,0.50109525,0.754933,0.007558,0.01090975,0.0120975,0.01853875,0.816844,0.007319,0.0093485,0.0099995,0.0115285,0.40856,0.015471,0.01732925,0.018055,0.019453,0.820468,0.00025,0.0094675,0.0121535,0.01766325,1.298413,0.001838,0.00963875,0.012089,0.0171405,1.20182,0,0.01027575,0.011618,0.01546575,1.274264,0,0.01044075,0.0118865,0.01787925,0.85679
222,0.21518,0.388943,0.4484495,0.513264,0.826696,0.21943,0.337215,0.3789715,0.420328,0.556015,0.380388,0.66395425,0.7550785,0.84267425,1.125129,0,0.37659225,0.435181,0.50468375,1.922678,0.164008,0.38632275,0.438597,0.49529525,0.776677,0.007231,0.010929,0.0121115,0.01567025,0.883312,0.00723,0.00935075,0.01012,0.013912,0.405811,0.015547,0.0173465,0.018283,0.021478,0.835269,0.000334,0.00953475,0.0122,0.017274,1.228047,0.001883,0.00967875,0.0119715,0.01726725,1.25417,0,0.01009675,0.0115825,0.01498975,0.905155,0,0.01046375,0.01183,0.017261,1.239593
223,0.196511,0.390532,0.444834,0.50932,0.784247,0.216153,0.33545175,0.3798735,0.41846275,0.544715,0.385365,0.65763125,0.749645,0.83999275,1.090429,0,0.37730475,0.4403515,0.51075675,1.303058,0.144339,0.38155475,0.437781,0.4983875,0.735128,0.007246,0.01087975,0.012142,0.01612275,0.879068,0.007911,0.0094465,0.010118,0.01150625,0.401611,0.015773,0.01755375,0.0183025,0.0220725,0.810592,0.00025,0.0093295,0.012176,0.0170985,0.899762,0.00259,0.00942425,0.011707,0.0169005,1.297906,0,0.01011925,0.0115435,0.015063,1.05613,0,0.0103955,0.011807,0.017695,0.886126
224,0.212026,0.389925,0.4430745,0.51223125,0.870131,0.209258,0.33869775,0.3806645,0.42398725,0.563837,0.385246,0.65500375,0.7455045,0.84457475,1.096157,0,0.38014925,0.440356,0.5056255,1.476182,0.128597,0.3843095,0.436976,0.49722425,0.781747,0.007734,0.01095775,0.012287,0.018773,0.824294,0.007319,0.00943175,0.010289,0.01396725,0.412601,0.015215,0.0175605,0.018304,0.02145025,0.836788,0.00025,0.00927475,0.011918,0.0173865,1.305194,0.001633,0.0092675,0.011698,0.01735925,0.905292,0,0.00994975,0.0116115,0.01440675,0.797641,0,0.0104915,0.011809,0.01569975,1.647745
225,0.229837,0.38725475,0.4436065,0.5108065,0.881516,0.203116,0.33956275,0.380341,0.4241505,0.571749,0.339836,0.6506425,0.735541,0.843552,1.126575,0,0.38050875,0.440772,0.5067805,1.424827,0.128927,0.38095825,0.438336,0.497287,0.753583,0.007459,0.010768,0.0121605,0.01897,0.844775,0.007319,0.00945275,0.010359,0.01427375,0.41251,0.015416,0.017613,0.0184015,0.02023975,0.827808,0.000652,0.009256,0.0117895,0.0170515,1.53749,0.002352,0.00941725,0.0116225,0.01650075,1.248571,0,0.0099655,0.01166,0.01629025,0.896568,0,0.010281,0.0117495,0.01639,0.789915
226,0.180844,0.38404,0.445726,0.51564725,0.836719,0.199188,0.340962,0.3814185,0.4254035,0.553946,0.376348,0.655431,0.738878,0.839203,1.109449,0,0.37890775,0.439979,0.509409,0.966385,0.133552,0.3815475,0.4362615,0.50186475,0.783686,0.00765,0.0108755,0.01213,0.01488325,0.980307,0.007319,0.009464,0.0102615,0.01230825,0.408742,0.015531,0.01779975,0.01875,0.02193975,0.828039,0.000635,0.00907475,0.0116895,0.01693825,1.146942,0.001633,0.0092865,0.0117305,0.01689275,1.233562,0,0.0100995,0.0116745,0.016179,0.760578,0,0.01027525,0.0118745,0.0179115,0.858745
227,0.209408,0.38587825,0.4469595,0.51188325,0.783176,0.18498,0.33848825,0.3822795,0.42689275,0.542539,0.372304,0.6525875,0.7397,0.8308455,1.05606,0,0.37361325,0.4341245,0.50727,1.143504,0.150719,0.380528,0.4367295,0.49580725,0.766036,0.007447,0.01096625,0.0120045,0.0146835,0.938417,0.00807,0.00939,0.010158,0.01195725,0.431971,0.014973,0.01781975,0.018739,0.02133975,0.875835,0.000568,0.009276,0.0116775,0.01682075,1.109729,0.001286,0.009434,0.011531,0.01626775,1.091587,0,0.0098205,0.011526,0.016903,0.928891,0,0.01029,0.01175,0.015602,1.554973
228,0.197433,0.3870855,0.4438635,0.50513325,0.794863,0.21112,0.33430275,0.3841015,0.4278865,0.556354,0.364989,0.6513285,0.7379795,0.82990025,1.065446,0,0.372492,0.4315455,0.50124075,0.91764,0.144293,0.3778895,0.430644,0.492223,0.72666,0.007907,0.01100075,0.0121835,0.018418,0.750691,0.008248,0.0094735,0.010342,0.01238525,0.400794,0.015875,0.01778425,0.018619,0.0210855,0.845203,0.001831,0.00939625,0.0115905,0.015971,1.198995,0.001717,0.00947275,0.0117095,0.01715575,1.209943,0,0.01019925,0.011766,0.017856,0.780151,0,0.01033325,0.011934,0.01739175,0.859828
229,0.224327,0.385111,0.443707,0.506429,0.784817,0.209058,0.33576675,0.3863525,0.427365,0.582828,0.371734,0.64774175,0.7375165,0.83232775,1.080654,0,0.375799,0.437778,0.5061655,0.937557,0.137569,0.37848425,0.433823,0.50024975,0.824185,0.007901,0.01078125,0.0119605,0.01806575,0.808572,0.008071,0.009429,0.010001,0.0110965,0.401732,0.015875,0.0178175,0.018598,0.0203195,0.838754,0.001651,0.009415,0.0116055,0.0170115,0.899816,0.001633,0.00946,0.0116055,0.0169705,0.854752,0,0.00998,0.0115105,0.01561325,1.426817,0,0.01015775,0.0118305,0.01658575,0.778624
